Tornado ID,Date/Time,Latitude,Longitude,Nearest town,State,Comments,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
660,22/09/1922 7:30,-34.85,138.65,Adelaide,SA,"a cyclonic storm left a path of damage about 20 yards wide and a mile (1600 metres) long. A witness saw huge pines either ""lifted bodily from the earth and flung aside or snapped off like twigs."" Morphettville; a cyclonic storm left a path of damage about 20 yards wide and a mile (1600 metres) long. A witness saw huge pines either ""lifted bodily from the earth and flung aside or snapped off like twigs.""",,,,,,,,,,,
661,25/09/1922 8:00,-33.93,137.63,Wallaroo,SA,"a tornado caused great damage in Wallaroo. The path of nearly half a mile (800 metres) wide was marked by a large amount of debris. Wallaroo, Kadina and Moonta; a tornado caused great damage in Wallaroo. The path of nearly half a mile (800 metres) wide was marked by a large amount of debris. Several buildings unroofed, damage to a lesser degree was reported from Kadina.  At Moonta the wind blew from the northwest, uprooting trees and levelling fences. A portion of of the balcony of the Pier hotel was demolished. Many sheds blown over and roofs uplifted."" The storm lasted 30 minutes.""",,,,,,,,,,,
662,16/07/1923 8:00,-36.31,140.77,Bordertown,SA,"towards evening on Nalang homestead, a strip about a chain (20 metres) wide was laid bare. Large trees snapped off low down. A woolshed was demolished. Bordertown; on a stormy day; towards evening on Nalang homestead, a strip about a chain (20 metres) wide was laid bare. Large trees snapped off low down. A woolshed was demolished.",,,,,,,,,,,
663,14/10/1924 7:00,-34.76,138.64,Salisbury,SA,"a storm described as a tornado passed to the south of Salisbury with extensive damage confined to a path about a mile (1600 metres) wide. Salisbury; a storm described as a tornado passed to the south of Salisbury with extensive damage confined to a path about a mile (1600 metres) wide. Other areas to suffer damage on the day were Tea Tree Gully, Mt. Pleasant, Mt. Torrens and an area between Murray Bridge and Mannum and at Wasleys.",,,,,,,,,,,
664,14/10/1924 9:00,-34.25,140.46,Barmera,SA,a storm described as a tornado passed through with extensive damage confined to a path about a mile (1600 metres) wide. Barmera; a storm described as a tornado passed through with extensive damage confined to a path about a mile (1600 metres) wide.,,,,,,,,,,,
665,21/05/1926 0:30,-34.76,138.64,Salisbury,SA,"Roofs removed, trees uproooted and iron telegraph poles bent flat. The storm, travelled in a northeast direction, and was accompanied by large hailstones that stripped foliage from trees.  The path width was about a quarter of a mile (400 metres). The main road between Smithfield and Salisbury; roofs off sheds and part of a roof off a house. Iron telegraph poles bent. Trees uprooted at Penfield and nearby about 6 stout iron telegraph poles were bent to the roadway."" At another property the chimney was blown away and roof twisted out of position. A barn was completely wrecked and several large gums were uprooted.  The storm", travelled in a northeast direction," and was accompanied by large hailstones that stripped foliage from trees.  The path width was about a quarter of a mile (400 metres).""",,,,,,,,,
666,16/08/1926 13:10,-34.85,138.65,Adelaide,SA,"a cyclone swept in from the sea"" and lifted roofs from houses and brought down chimneys", flattened fences, twisted and battered a tennis court backstop, demolished a new garage and kennels," uprooted trees. The track started out about 10 metres wide but finished about 50 metres wide Henley Beach/Grange; a ""cyclone swept in from the sea"" and lifted roofs from houses and brought down chimneys", flattened fences, twisted and battered a tennis court backstop, demolished a new garage and kennels," uprooted trees. The track started out about 10 metres wide but finished about 50 metres wide and traveled a distance of about 400 metres from a NW direction.  Ball lightning observed.""",,,
667,4/06/1928 22:15,-34.85,138.65,Adelaide,SA,"A large number of trees uprooted, snapped or stripped with some large and heavy branches carried 50 metres. The storm lasted about 10 minutes and followed by dead calm. Blackwood/Coromandel Valley; It was raining", and there was only a normal breeze blowing when suddenly there developed a windstorm which gathered great force," and set out on a zig-zag course"" The path was about 300 metres wide and about 6.5 km long. A large number of trees uprooted"," snapped or stripped with some large and heavy branches carried 50 metres. The storm lasted about 10 minutes and followed by dead calm.""",,,,,,,,
668,23/04/1930 5:25,-34.64,135.85,Port Lincoln,SA,"a tornado resulted in an estimated damage bill of 2,000 to 3,000 pounds. Houses unroofed, outbuildings demolished and trees uprooted. Brick chimneys collapsed. Strom lasted about 5 minutes. Heavy hail also ocurred. Port Lincoln; a tornado resulted in an estimated damage bill of 2,000 to 3,000 pounds. Houses unroofed, outbuildings demolished and trees uprooted. Brick chimneys collapsed. Strom lasted about 5 minutes. Heavy hail also ocurred.",,,,,,,,,,,
669,11/06/1931 1:35,-34.85,138.65,Adelaide,SA,"Track evident from between North Adelaide and Hackney to Kensington Gardens.  Funnel observed. North Adelaide; a large number of buildings damaged with removal of roofing material, chimneys and verandahs. Large number of trees damaged or uprooted.  About 5,000 pounds damage bill. Only minor injuries to people. Track evident from between North Adelaide and Hackney to Kensington Gardens.  Funnel observed.",,,,,,,,,,,
670,6/11/1934 0:00,-33.05,138.43,Appila,SA,a photo of a tornado sent to bureau. No damage reported. No time reported. Appila; a photo of a tornado sent to bureau. No damage reported. No time reported.,,,,,,,,,,,
671,7/11/1934 0:00,-36.13,140.7,Bordertown,SA,"Mundalla; several trees uprooted and the road to Naracoorte blocked by fallen trees and limbs.  This was part of an outbreak of tornados that could be traced by the ""strips of devestation running across the country on which hardly a tree remains standing."" Time not recorded. Mundalla; several trees uprooted and the road to Naracoorte blocked by fallen trees and limbs. Cannawigara; a wood and iron barn demolished with the furniture inside being smashed and scattered.  These were both part of an outbreak of tornados that could be traced by the ""strips of devestation running across the country on which hardly a tree remains standing.""  The stroms moved into Western Victoria causing severe damage.",,,,,,,,,,,
672,7/11/1934 0:01,-36.13,140.7,Bordertown,SA,"Cannawigara; a wood and iron barn demolished with the furniture inside being smashed and scattered.  This was part of an outbreak of tornados that could be traced by the ""strips of devestation running across the country on which hardly a tree remains standing."" Time not recorded. Mundalla; several trees uprooted and the road to Naracoorte blocked by fallen trees and limbs. Cannawigara; a wood and iron barn demolished with the furniture inside being smashed and scattered.  These were both part of an outbreak of tornados that could be traced by the ""strips of devestation running across the country on which hardly a tree remains standing.""  The stroms moved into Western Victoria causing severe damage.",,,,,,,,,,,
673,26/06/1945 3:30,-34.85,138.65,Adelaide,SA,"at least 30 houses totally or partially unroofed, chimneys brought down, verandahs torn off and glass houses smashed. Many trees uprooted. Damage bill estimated 20,000 to 30,000 pounds. A narrow strip of damage from near the North Adelaide railway station across Wellington Square to the eastern end of Ward St. The storm passed in about 3 minutes. North Adelaide; at least 30 houses totally or partially unroofed, chimneys brought down, verandahs torn off and glass houses smashed. Many trees uprooted. Damage bill estimated 20,000 to 30,000 pounds. A narrow strip of damage from near the North Adelaide railway station across Wellington Square to the eastern end of Ward St. The storm passed in about 3 minutes.",,,,,,,,,,,
674,20/08/1945 14:20,-34.85,138.65,Adelaide,SA,"Houses on one side only of Marlborough were damaged. Adelaide suburbs; Westbourne Park, Hawthorn and Highgate; in a minute the storm caused damage bill about 1,000 pounds. Houses on one side only of Marlborough were damaged. The storm blew out in Highate where a brick garage had its roof lifted bodily off and deposited in a neighbour's garden.",,,,,,,,,,,
675,24/04/1947 0:00,-37.83,140.78,Mount Gambier,SA,Kngorong (near Mount Gambier); a church was destroyed by a tornado. Time not recorded. Kongorong (near Mount Gambier); a church was destroyed by a tornado. Time not recorded.,,,,,,,,,,,
676,28/05/1952 17:50,-34.85,138.65,Adelaide,SA,"Moana; A tornado left a trail of damage from the sea to McLaren Vale. One house demolished and many others damaged. Trees uprooted. Moana; A tornado left a trail of damage from the sea to McLaren Vale. One house demolished and many others damaged. A 4-year old child was blown from his house, while asleep in his cot. Large trees uprooted. A roaring noise was heard by the proprieter of the kiosk and part of the roof was ripped off and blown aver a creek 100 metres away. At McLaren Vale, six telegraph poles were blown down, outbuildings wrecked, a barn unroofed and trees uprooted.",,,,,,,,,,,
677,14/10/1952 19:30,-34.85,138.65,Adelaide,SA,"a tornado caused damage to shops and buildings estimated at over 3,000 pounds. Path from Gilberton through Stepney to Norwood. Adelaide (eastern suburbs); a tornado caused damage to shops and buildings estimated at over 3,000 pounds. Path from Gilberton through Stepney to Norwood.",,,,,,,,,,,
678,30/07/1953 15:00,-35.4,138.42,Myponga,SA,"a tornado brought down trees and telsphone wires. Lifted yearling calves from one paddock to another, killing them, demolished a milking shed and carried heavy milking machinery 100 metres away. Myponga; a tornado brought down trees and telsphone wires. Lifted yearling calves from one paddock to another, killing them, demolished a milking shed and carried heavy milking machinery 100 metres away. Path width given as half a chain (10 metres).",,,,,,,,,,,
679,10/09/1953 2:00,-37.83,140.78,Mount Gambier,SA,"a man was injured, the roof lifted from a garage and a car damaged in a 40 second storm. Eyewitnesses said the air was calm then they heard a sound like milliions of bees approaching as the storm struck. Mount Gambier; a man was injured, the roof lifted from a garage and a car damaged in a 40 second storm. The roof of the garage was lifted a few metres into the air then disintegrated with sheets rising 50 to 60 metres into the air. Eyewitnesses said the air was calm then they heard a sound like milliions of bees approaching as the storm struck.",,,,,,,,,,,
680,22/10/1954 21:00,-34.85,138.65,Adelaide,SA,"2 tons of galvansied iron roof and wooden rafters from the grandstand of the oval were hurled onto a house in Oxford St. opposite the oval, smashing the roof. An eyewitness talked of the roof being whirled"" across the street. Adelaide (Unley); 2 tons of galvansied iron roof and wooden rafters from the grandstand of the oval were hurled onto a house in Oxford St. opposite the oval"," smashing the roof.""",,,,,,,,,,
681,1/10/1955 0:00,-35.35,138.62,Mount Compass,SA,"on a property 10 km to south, a cyclone"" swept a narrow path through a best of timber. The storm lasted 3 minutes. Practically all trees flattened", while one 50 metres away were undamaged. Some of the big pines were snapped off. 36 kg bales of hay came swirling out of a shed after the roof blew off. Fencing also damaged. Time not recorded. Mount Compass; on a property 10 km to south," a ""cyclone"" swept a narrow path through a belt of timber. The storm lasted 3 minutes. Practically all trees flattened"," while one 50 metres away were undamaged. Some of the big pines were snapped off. 36 kg bales of hay came swirling out of a shed after the roof blew off. Fencing also damaged. Time not recorded.""",,,,,,,,
682,4/03/1956 6:30,-31.97,133.76,Ceduna,SA,"A waterspout travelled from Point Thevenard to the coast, about 8km,  between Ceduna and Denial Bay, where it cut a narrow path of destruction through the scrub for about 200 metres. Ceduna (Murat Bay); A waterspout travelled from Point Thevenard to the coast between Ceduna and Denial Bay, where it cut a narrow path of destruction through the scrub for about 200 metres.",,,,,,,,,,,
683,14/04/1956 17:30,-34.85,138.65,Adelaide,SA,"in 30 seconds. Homes unroofed, 3 electricity poles twisted and an estimated 35,000 pounds damage to jot houses while ones 50m away were undamaged. Adelaide (Fulham); a tornadic squall left a trail of destruction about 1.5km long and 100m wide in 30 seconds. Homes unroofed, 3 electricity poles twisted and an estimated 35,000 pounds damage to jot houses while ones 50m away were undamaged.",,,,,,,,,,,
684,17/07/1958 5:15,-34.85,138.65,Adelaide,SA,"Worst hit areas were Unley, Fullarton and Parkside. Adelaide; 2 or possibly 3 tornados caused damage to roofs, trees and telephone poles. One woman died of shock and a young man was fatally injured when a wall crashed on him.",,,,,,,,,,,
685,17/07/1958 5:16,-34.85,138.65,Adelaide,SA,"damage to roofs, trees and telephone poles. Adelaide; 2 or possibly 3 tornados caused damage to roofs, trees and telephone poles. One woman died of shock and a young man was fatally injured when a wall crashed on him.",,,,,,,,,,,
686,17/07/1958 5:17,-34.85,138.65,Adelaide,SA,"damage to roofs, trees and telephone poles. Adelaide; 2 or possibly 3 tornados caused damage to roofs, trees and telephone poles. One woman died of shock and a young man was fatally injured when a wall crashed on him.",,,,,,,,,,,
687,1/04/1959 0:00,-35.02,137.6,Yorketown,SA,"Honiton about 11km from Yorketown; a tornado removed a roof, scattering furniture. Implement sheds also blown over and rotary clothes line smapped off. whirlwind"" observed. At Oaklands about 6km NE of Yorketown a house almost destroyed and roof off shed as well.  Time not recorded. Honiton about 11km south of Yorketown; a tornado removed a roof"," scattering furniture. Implement sheds also blown over and rotary clothes line snapped off. ""whirlwind"" observed. At Oaklands about 6km NE of Yorketown a house almost destroyed and roof off shed as well.  See also file 65/23/4""",,,,,,,,,,
688,27/11/1959 6:30,-34.52,137.77,Sandilands,SA,"Two eyewitnesses took refuge under a utility as they saw the tornado approaching.  Severe damage was caused to a house and several sheds.  A 1000 gallon water tank was wrenched from it's supports, apparently blown over the roof of a house half a mile away and was found one and a half miles away.  Steel telegraph poles were bent nearly at right angles.  Damage to crops alone estimated at £10,000 pounds, but it is not known how much damage was caused by hail. Tornado and large hail at Sandilands, Yorke Peninsula; 27 Nov 1959",,,,,,,,,,,
689,29/05/1960 7:00,-34.76,138.64,Salisbury,SA,a dairy property looked like it was hit by a bomb. At least 4 glass houses damaged. Eyewitness saw a funnel cloud moving from west to east. Salisbury; a tornado resulted in building and glass house damage .  Also file 65/66,,,,,,,,,,,
690,13/05/1961 1:00,-35.019,138.536,Adelaide,SA,"Several people witnessed the tornado.  The tornado made a noise like an earthquake and ripped through 25 glass houses and sheds, hurling the glass hundreds of feet into the air.  Schoolboys playing on Marion Oval were thrown to the ground by the force of the wind.  A verandah was torn off a house at Warradale and blown over the roof.  Damage path approx 2 km in length and 30-60 metres in width.  Damage to glass houses on three properties estimated at £18,000. Tornado cut 2 km long path of damage through market gardens at Marion, Adelaide;        13 May 1961.  Second tornado with 300 m path at Morphettville.  Both tornadoes associated with same frontal squall line.  Treated as one event.",,,,,,,,,,,
691,13/05/1961 2:30,-34.984,138.535,Adelaide,SA,"Short lived tornado damaged glaashouses, showering glass onto Morphettville Road and unroofed one house.  Damage path approx 300 metres in length and quite narrow;  probably about 20 metres. Tornado cut 2 km long path of damage through market gardens at Marion, Adelaide;        13 May 1961.  Second tornado with 300 m path at Morphettville.  Both tornadoes associated with same frontal squall line.  Treated as one event.",,,,,,,,,,,
692,16/12/1961 14:00,-32.71,138.78,Orroroo,SA,a trail of destruction in the southern section of town Saturday night. Storm lasted only about 30 seconds. Houses unroofed. Orroroo; a trail of destruction in the southern section of town Saturday night. Storm lasted only about 30 seconds. Houses unroofed.,,,,,,,,,,,
693,16/12/1961 14:00,-37.29,140.82,Coonawarra,SA,"A violent storm swept a narrow path through town Saturday night. Roof damage, telephone lines down and apricot crop damaged. Coonawarra; a violent storm swept a narrow path through town Saturday night.",,,,,,,,,,,
694,22/05/1962 8:15,-34.876,138.538,Adelaide,SA,"A 113 foot (34 metre) long brick wall at the St Clair Indoor Sport Centre collapsed.  Eye-witnesses heard a roaring wind coming towards them, just before the wall collapsed.  J. Hogan (Regional Director) inspected the damage and estimated that tornadic winds of up to 100 knots may have occurred.  Damage estimated at £5,000. Tornado at Woodville, Adelaide;  22 May 1962. A 113 foot (34 metre) long brick wall at the St Clair Indoor Sport Centre collapsed.",,,,,,,,,,,
695,27/07/1963 20:35,-34.85,138.65,Adelaide,SA,Grange; power lines brought down and structural damage to buildings and nearly 50 glass houses. Thousands of 3 month old seedlings were ripped out. Glass houses 15m away were not damaged. Adelaide (Grange); a tornado left a trail of damage.,,,,,,,,,,,
696,10/07/1964 6:45,-35,138.5,Adelaide,SA,"Damage to roofs of 4 buildings including Seacombe High School. Eyewitness, who lives in Brighton, had seen a waterspout over the gulf. A second eyewitness saw a whirly whirly"" Tornado and large hail at Seaview Downs"," Adelaide;  Damage to roofs of 4 buildings including High School.""",,,,,,,,,,
697,11/07/1964 5:00,-34.63,135.45,Coffin Bay,SA,"Possibly F0-F1. The tornado roaring like an express train, demolished shacks, levelled about 50 acres of scrub and trees, lifted 6 boats from the bay out to sea where they sank. Came from the NW. Coffin Bay: Tornado demolished holiday shacks, 8 chicken sheds and roofs, uprooted trees and scrub and sank 6 boats. Time not recorded",,,,,,,,,,,
698,18/07/1964 23:45,-34.67,138.56,Virginia,SA,Extensive glasshouse and crop damage. Tornado at Virginia;  19 July 1964,,,,,,,,,,,
699,13/05/1965 1:15,-34.8,138.5,Adelaide,SA,"Port Adelaide; damage to wool stores; description of roaring noise and cone-shaped whirl wind. Mansfield Park; a chicken house, with posts 1m into the ground, was lifted and carried away. Kilburn; house and shed unroofed - an eyewitness reported a funnel whirl wind. Blair Athol; a rotary clothes line lifted from its mountings and twisted.  Glynde/tranmere; damage to buildings and sheds. Adelaide; Tornado and large hail at Port Adelaide,  damage at Mansfield Park, Kilburn, Blair Athol and Glynde/Tranmere;  13 May 1965",,,,,,,,,,,
700,23/05/1965 0:00,-37.25,140.43,Millicent,SA,"A house and motel unroofed, power lines down, all in a narrow strip with people nearby unaware of the damage being done. Time not recorded. Millicent; houses and motel unroofed by a tornado. Time not recorded.",,,,,,,,,,,
701,4/09/1965 6:00,-33.91,136.57,Arno Bay,SA,a new holiday home lifted and scattered. A second building under construction was blown down and general store unroofed. Arno Bay; a new holiday home lifted and scattered. A second building under construction was blown down and general store unroofed.  See also 65/23/2,,,,,,,,,,,
702,4/09/1965 7:30,-34.67,138.56,Virginia,SA,"Eyewitnesses reported a ""black funnel shaped cloud sweeping up debris in its path."" Considerable damage to houses. Two girls injured when the house was unroofed and a wall collapsed at Waterloo Corner. Tornado at Virginia and Elizabeth-Smithfield area.",,,,,,,,,,,
703,4/09/1965 8:45,-33.4667,138.45,Gulnare,SA,"a transformer blown down in the town. About 10km west of the town, 6 steel E.T.S.A.towers were twisted except for the bottom 6m.  A witness located on the coast about 10km north of Walleroo reported, at about 0715UTC, 2 funnels. About 25 minutes later, water about 100m offshore appeared to be drawn upwards in a fanned shape""", a second was seen further out to sea. Both travelled to the north. A strong SW wind change occurred about 0745UTC and the phenomena disappeared. These were probably associated with the same storm that affected Gulnare-Narridy. Tornado in Gulnare - Narridy area. A witness located on the coast about 10km north of Walleroo reported, at about 0715UTC, 2 funnels. About 25 minutes later," water about 100m offshore appeared to be drawn upwards ""in a fanned shape"""," a second was seen further out to sea. Both travelled to the north. A strong SW wind change occurred about 0745UTC and the phenomena disappeared. These were probably associated with the same storm that affected Gulnare-Narridy.""",,,,,,
704,30/09/1968 2:30,-34.85,138.65,Adelaide,SA,A narrow strip of damage occurred soon after midday. A roaring noise accompanied the storm. Adelaide; many suburbs suffered localised damage from showers and hail. A tornado damaged houses etc. at Seaview Downs,,,,,,,,,,,
705,30/09/1968 4:00,-34.85,138.65,Adelaide,SA,"Within minutes about a dozen houses on one side of Wilson St., Prospect had their roofs ripped off, completely or partially, while little damage was done on the other side. The damage path extended through Medindie into Walkerville. Adelaide; many suburbs suffered localised damage from showers and hail. A tornado damaged houses etc. in Prospect, Medindie and Walkerville.",,,,,,,,,,,
706,11/02/1970 5:30,-34.44,140.6,Loxton,SA,New Residence; a trail of damage to trees and sheds. New Residence  Loxton; 2 tornados hit the area along with large hailstones.,,,,,,,,,,,
707,11/02/1970 5:40,-34.44,140.6,Loxton,SA,A tornado wrecked sheds on a property about 6.5km south of Loxton. New Residence  Loxton; 2 tornados hit the area along with large hailstones.,,,,,,,,,,,
708,18/04/1971 2:10,-34.8,138.7,Adelaide,SA,"Buildings damaged, trees broken along a narrow path. Tornado at Clovercrest, Adelaide;  18 April 1971. Buildings damaged, trees broken along a narrow path.",,,,,,,,,,,
709,20/08/1971 6:30,-34.09,138.78,Saddleworth,SA,A  tornado was seen to the NE. A second developed to the east and passed over the town. One garden was entirely stripped. Saddleworth; a tornado was seen to the NE. A second developed to the east and passed over the town. Some farms nearby recorded up to 50mm of rain with flash flooding. Copius amounts of hail in the hills.,,,,,,,,,,,
710,27/01/1973 6:45,-32.48,137.74,Port Augusta,SA,"Winninowie is 22 km S of Port Augusta. Power lines, poles and towers damaged Tornado at Winninowie  (F);  27 Jan 1973",,,,,,,,,,,
711,30/01/1973 7:00,-36.41,140.82,Bordertown,SA,"A trail of shredded gums, twisted stobie poles and roofless homesteads. A funnel was observed over the border SW of Warracknabeal at 08:45UTC. Bordertown; storm about 13km to the south in Pooninagoric, Six Mile Well and Custon area.",,,,,,,,,,,
712,18/10/1973 7:30,-34.18,139.98,Waikerie,SA,A narrow path of destruction from Ramco Heights to Vasey Rd. Large trees uprooted and heavy jarrah posts were thrown 300 metres. Waikerie; a tornado passed over the outskirts of the town.,,,,,,,,,,,
713,18/10/1973 7:50,-33.83,138.65,Clare,SA,"At Benbournie about 6.5km NW of Clare, a large stone home was wrecked. A person was swept off her feet and saw the roof of her house exploding"". Trees were plucked from the ground like corks. Other homes and sheds in the path of the tornado were unroofed and trees smashed. Clare and Benbournie; a tornado damaged along a narrow path. Torrential rain and driving hail accompanied the storm.""",,,,,,,,,,,
714,25/03/1974 4:30,-33.96,137.72,Kadina,SA,Cunliffe (near Kadinna); a tornado lasting less than 15 minutes flattened 2 fowl houses and sheds with one of the roofs cutting powerlines. A trailer holding 12 bags of grain was overturned. Cunliffe (near Kadinna); a tornado lasted less than 15 minutes. 52 mm fell in 20 minutes.,,,,,,,,,,,
715,30/03/1974 9:00,-35.07,140.84,Pinnaroo,SA,"A windmill blew down and trees broken off with some big mallees pulled out of the ground and others twisted and broken. No exact time, evening mentioned. Pinnaroo; a mini cyclone"" cut a swathe for several chains. (~140 metres)  No exact time", evening mentioned.  Near town, 28mm fell in 15 minutes while at Karte 41mm fell in 15 minutes and at Wilkawatt 52mm fell," but no time given.""",,,,,,,,
716,14/05/1974 3:15,-34.25,139.1,Eudunda,SA,Sheets of roofing were suspended like leaves hundreds of feet above town. The noise was like a low flying jet. Outbuildings and residences damaged. Eudunda; a tornado tore through town leaving a scene of devastation.,,,,,,,,,,,
717,7/01/1975 8:30,-33.36,138.4,Crystal Brook,SA,"Buildings unroofed, power lines brought down, trees uprooted. The showground grandstand and cattle pavillion were unroofed. A partly completed brick building at the caravan park was destroyed and trees smashed. Crystal Brook; a cyclone ripped through the town. To the south"," between Koolunga and Yacka at least 9 electricity towers were brought down.""",,,,,,,,,,
718,24/01/1975 7:30,-34.63,135.45,Coffin Bay,SA,"Mount Dutton Bay property; the owner heard the tornado approaching with a roar and sheltered in the shed. The tornado passed between the shed and the house, shaking both vigorously. Silos were twisted and a shed unroofed. A concrete wall of nearly 2 metres with about 1cm reinforcing rods was moved about 45cm. It was all over in about 5 seconds. Coffin Bay; at a nearby property, Mount Dutton Bay, a tornado was observed passing through.",,,,,,,,,,,
719,14/03/1975 12:00,-35.06,138.71,Scott Creek,SA,"removed roof from a house and damaged other equipment. A heavy pump was rotated, twisting the pipe that was attached. A nearby dog kennel was untouched. Time not recorded but Friday night mentioned. Scott Creek; a tornado removed roof from a house and damaged other equipment. Time not recorded but Friday night mentioned.",,,,,,,,,,,
720,22/11/1975 0:00,-33.2,138.6,Jamestown,SA,"a narrow swathe of damage through the centre of the town with the severest damage confined to a relatively small area. Houses unroofed and trees uprooted. It was reported a man, trying to anchor his carport, was blown with the carport right over the roof of his house. Time not recorded. Jamestown; a tornado cut a narrow swathe of damage through the centre of the town. Time not recorded.",,,,,,,,,,,
721,22/11/1975 4:40,-33.21,137.36,Whyalla,SA,Apart from severe structural damage to roofs etc.," a shed on the mini bike grounds was lifted from the ground and blown onto a tree 13 metre away. A speedboat was hurled from its trailer onto several cars. Several new houses under construction were damaged. Thousands of dollars damage. Whyalla; a tornado swept through resulting in thousands of dollars damage.""",,,,,,,,,,
722,12/11/1976 7:00,-34.85,138.65,Adelaide,SA,"Elizabeth, Smithfield, One Tree Hill and Evanston Gardens to Gumeracha. Most damage in a strip 2km wide, but mention of a path of several km wide through Elizabeth and Smithfield. Caravans overturned at Evanston Gardens, houses unroofed and stobie poles bent.  At One Tree Hill an iron shed which was cemented to the ground was lifted and found 2km away. Elizabeth, Smithfield, One Tree Hill and Evanston Gardens to Gumeracha;  One or more tornados likely. Golfball size hail.",,,,,,,,,,,
723,15/12/1976 6:30,-34.8,138.5,Adelaide,SA,"20 houses damaged. Eyewitness saw a funnel. Tornado (waterspout) moved through Largs Bay, Adelaide;  15 Dec 1976",,,,,,,,,,,
724,20/08/1977 19:45,-36.95,140,Robe,SA,Elory Station; (east of Robe) buildings were severely damaged and looked like Darwin after Cyclone Tracy. Lasted about 15 to 20 seconds. Windmill and trees damaged. Elory Station; (east of Robe) a tornado left a norrow path of damage.,,,,,,,,,,,
725,1/10/1977 6:00,-31.93,133.01,Penong,SA,"Bookabie, Penong and Charra; house and shearing shed unroofed at Bookabie. An iron silo on the approach to Penong was lifted and ended up 3km away. In Penong, buildings were damaged and trees uprooted and 2 caravans blown over. A lot of fencing pulled out of the ground. Bookabie, Penong and Charra (west of Ceduna); a tornado dmaged property and trees.",,,,,,,,,,,
726,23/01/1978 5:45,-30.45,137.17,Andamooka,SA,"Several large sheds wrecked, stobie poles bent and window frames and roofing found up to 1km away. An eyewitness saw the storm coming. Andamooka; a mini cyclone"" and large hail caused much damage.""",,,,,,,,,,,
727,13/09/1978 7:15,-34.72,138.74,One Tree Hill,SA,funnel cloud observed and a caravan overturned and wrecked. One Tree Hill; funnel cloud observed and a caravan overturned and wrecked.,,,,,,,,,,,
728,1/03/1979 7:30,-34.07,137.59,Moonta,SA,Waterspout came over land damaging houses and uprooting trees. Eyewitness saw waterspout. Moonta; Waterspout came over land damaging houses and uprooting trees. A heavy hailstorm cause further damage.,,,,,,,,,,,
729,1/03/1979 9:00,-34.85,139.16,Palmer,SA,"Time approximate. Palmer; a swathe of 1km width cut through trees and damage to property. Rockleigh; unbelievable damage over a strip of about 800m wide. Tepko; roof and other damage. A tornado or 2 but put as one event. Palmer; a swathe of 1km width cut through trees. Rockleigh; ""unbelievable damage over a strip of about 800m wide. Tepko; roof and other damage. A tornado or 2 but put as one event.  Night given but people outside e.g. feeding chooks"," therefore not too late.""",,,,,,,,,,
730,29/05/1979 0:55,-34.6,138.7,Evanston,SA,"Houses and stables unroofed. Tornado at Evanston, north Adelaide Plains;  29 May 1979",,,,,,,,,,,
731,13/06/1981 14:15,-35.7,137.6,Kingscote,SA,"Overland about 1km then proceeded as waterspout. Glasshouse upturned, house demolished, 2 houses unroofed, 3 shops unroofed and verandahs demolished, town hall unroofed an dOzone hotel unroofed and walls cracked. Tornado at Kingscote, (KI);  13 June 1981",,,,,,,,,,,
732,23/06/1981 11:30,-33.96,137.72,Kadina,SA,Eyewitness saw tornado. Trail of damage from Kadina Village Motel in a NE direction some 2km to end in the golf course. Houses unroofed. Tornado at Kadina;  Trail of damage from Kadina Village Motel in a NE direction some 2km to end in the golf course. Houses unroofed. Tornado seen.,,,,,,,,,,,
733,7/09/1983 10:00,-33.6,137.9,Port Broughton,SA,unnel cloud observed. Camper trailer damaged and 2 tents destroyed. Tornado at Port Broughton;  funnel cloud observed. Camper trailer damaged and 2 tents destroyed.,,,,,,,,,,,
734,10/09/1983 16:00,-37.6,140.3,Millicent,SA,"house unroofed at Thornlea (22km NNW of Millicent). A narrow path was cut in the scrub to the ESE for at least 1km.. Another house was damaged at Furner, 7km to the east - possibly same storm. Tornado at Millicent;  early morning of 11 Sept 1983; house unroofed at Thornlea (22km NNW of Millicent). A narrow path was cut in the scrub to the ESE. Another house was damaged at Furner, 7km to the east - possibly same storm.",,,,,,,,,,,
735,24/11/1983 6:30,-31.03,137.05,Woomera,SA,"The tornado was several km from the observer. The letter says ""about 100-200 km south of Glendambo on the Stuart Highway."" This puts the location closer to Woomera ie within 50 to 60 km. South to southeast of Woomera: A tornado was observed for approximately 5 minutes. It was described as ""the funnel cloud looked very similar to waterspouts I have seen at sea whilst in the RAN. It was dark grey in colour and twisting and writhing somewhat like a snake. There was a great deal of CB clouds about and we had passed through many heavy showers and thunderstorms."" The letter says ""about 100-200 km south of Glendambo on the Stuart Highway."" This puts the location closer to Woomera ie within 50 to 60 km.",,,,,,,,,,,
736,31/12/1983 1:45,-34.53,138.69,Roseworthy,SA,Funnel cloud  observed to touch down about 2km north of Roseworthy. Observed from Gawler Airfield. Three funnels observed over 30 minutes with only one touching down. The funnel was associated with a line of CB and thunderstorms. Roseworthy: funnel cloud  observed to touch down about 2km north of Roseworthy. Observed from Gawler Airfield. Three funnels observed over 30 minutes with only one touching down. The funnel was associated with a line of CB and thunderstorms.,,,,,,,,,,,
